modelo,feature,metrica,pearson_r,pearson_p,spearman_r,spearman_p
deepwalk,n_nodes,stress,,,,
deepwalk,n_nodes,reconstruction_error,,,,
deepwalk,n_edges,stress,-0.7005302772650617,1.951057626271085e-15,-0.6172756093704007,2.1143304512987665e-11
deepwalk,n_edges,reconstruction_error,-0.8030947863207992,7.41240687028861e-23,-0.7455605080449649,2.9621517459211323e-18
deepwalk,density,stress,-0.7005302772650617,1.951057626271085e-15,-0.6172756093704007,2.1143304512987665e-11
deepwalk,density,reconstruction_error,-0.8030947863207992,7.41240687028861e-23,-0.7455605080449649,2.9621517459211323e-18
deepwalk,avg_clustering,stress,-0.5778143970803462,7.097631135146984e-10,-0.42052360282148665,1.9915188440811222e-05
deepwalk,avg_clustering,reconstruction_error,-0.5089738854471177,1.1895219230432355e-07,-0.4715409658166034,1.238576160554771e-06
deepwalk,avg_degree,stress,-0.7005302772650617,1.951057626271085e-15,-0.6172756093704007,2.1143304512987665e-11
deepwalk,avg_degree,reconstruction_error,-0.8030947863207993,7.41240687028861e-23,-0.7455605080449649,2.9621517459211323e-18
deepwalk,transitivity,stress,-0.6134732821272361,3.0301376239087826e-11,-0.4560379002939282,3.0217003300339977e-06
deepwalk,transitivity,reconstruction_error,-0.5410241240035725,1.264277727484781e-08,-0.5054819095319,1.4979800977520406e-07
deepwalk,degree_assortativity,stress,-0.16280692945105185,0.11299511779332301,-0.2690992946283234,0.008021121345275063
deepwalk,degree_assortativity,reconstruction_error,-0.043841902253507786,0.6714650601207741,-0.22471513836136733,0.02772604322346309
deepwalk,degree_entropy,stress,-0.09166676731988942,0.37440413412711687,-0.054788388497015734,0.59598653722971
deepwalk,degree_entropy,reconstruction_error,-0.008413682287102443,0.9351568848515662,-0.047056429734129136,0.6489152309549906
deepwalk,avg_eccentricity,stress,0.672914585350487,5.93328934890481e-14,0.5515592188058331,5.742187475322258e-09
deepwalk,avg_eccentricity,reconstruction_error,0.8737330460377122,3.5426639321485045e-31,0.7179175712418319,1.8483022762572581e-16
deepwalk,nodes_edges_ratio,stress,0.9099797403287357,1.0389604140073493e-37,0.6172756093704007,2.1143304512987665e-11
deepwalk,nodes_edges_ratio,reconstruction_error,0.9866546248111079,6.640967981460626e-76,0.7455605080449649,2.9621517459211323e-18
deepwalk,max_min_degree_ratio,stress,-0.0022018074833202762,0.9830138078537268,-0.03650028956903355,0.7240425077125165
deepwalk,max_min_degree_ratio,reconstruction_error,-0.04451653227284463,0.6667075067733466,-0.01405529482939334,0.8918877472982694
deepwalk,clustering_std,stress,0.7177402828209013,1.8949349183497215e-16,0.6194519804666305,1.7169893334289632e-11
deepwalk,clustering_std,reconstruction_error,0.7756060470399476,1.7315992715411964e-20,0.7378594682582746,9.870392163537001e-18
deepwalk,clustering_entropy,stress,-0.9052237741455557,1.0442577797021235e-36,-0.6271296798697775,8.13202903538945e-12
deepwalk,clustering_entropy,reconstruction_error,-0.7887974237151594,1.3989023163788012e-21,-0.7476125881714596,2.1337698303443903e-18
deepwalk,diameter,stress,0.6755786589854403,4.33710936585144e-14,0.6439643004468358,1.4666525737516626e-12
deepwalk,diameter,reconstruction_error,0.871514462242011,7.616492831915441e-31,0.7445334044408424,3.486595720704587e-18
deepwalk,avg_shortest_path,stress,0.697963706302116,2.7237118946541593e-15,0.5563637966791238,3.969897770007113e-09
deepwalk,avg_shortest_path,reconstruction_error,0.8918195163762854,3.8118228611974725e-34,0.7249414166530314,6.781139861734729e-17
deepwalk,radius,stress,0.6692441103033663,9.088965306892484e-14,0.7285864575416048,3.98098885630305e-17
deepwalk,radius,reconstruction_error,0.8707087652518324,1.0021988103390456e-30,0.8679686626081251,2.514425718805758e-30
walklets,n_nodes,stress,,,,
walklets,n_nodes,reconstruction_error,,,,
walklets,n_edges,stress,-0.6985823331860854,2.5140694652401844e-15,-0.6585305288353257,3.051147913672044e-13
walklets,n_edges,reconstruction_error,-0.8342663668150294,4.852833939387325e-26,-0.8571333284373732,7.887369880674385e-29
walklets,density,stress,-0.6985823331860854,2.5140694652401844e-15,-0.6585305288353257,3.051147913672044e-13
walklets,density,reconstruction_error,-0.8342663668150294,4.852833939387325e-26,-0.8571333284373732,7.887369880674385e-29
walklets,avg_clustering,stress,-0.39794483699382455,5.941674204132426e-05,-0.3301546391752577,0.0010194834923740045
walklets,avg_clustering,reconstruction_error,-0.4694962765083611,1.3966908352545226e-06,-0.47044221378187734,1.3213055064122027e-06
walklets,avg_degree,stress,-0.6985823331860854,2.5140694652401844e-15,-0.6585305288353257,3.051147913672044e-13
walklets,avg_degree,reconstruction_error,-0.8342663668150294,4.852833939387325e-26,-0.8571333284373732,7.887369880674385e-29
walklets,transitivity,stress,-0.431568810419746,1.1331043064282365e-05,-0.3663807866976666,0.00024133826586248867
walklets,transitivity,reconstruction_error,-0.4987931486494961,2.313228333720932e-07,-0.5009512376291612,2.0126625412152519e-07
walklets,degree_assortativity,stress,-0.046163826228346944,0.6551462342119648,-0.24317688551275096,0.01696891535596096
walklets,degree_assortativity,reconstruction_error,0.03145121575120309,0.7609783652252008,-0.07843190450352686,0.4475073900938792
walklets,degree_entropy,stress,0.07877575841669748,0.4455125529521783,-0.008274552360282149,0.9362268719108895
walklets,degree_entropy,reconstruction_error,0.04639023023995899,0.6535635146766849,0.045699945740640256,0.6583938367493374
walklets,avg_eccentricity,stress,0.8237033847031114,6.8335465278126e-25,0.662464787096499,1.9670410341111723e-13
walklets,avg_eccentricity,reconstruction_error,0.936424548640447,1.533723076613304e-44,0.88856921775842,1.418476593915054e-33
walklets,nodes_edges_ratio,stress,0.9427231414786204,1.3170649510836105e-46,0.6585305288353257,3.051147913672044e-13
walklets,nodes_edges_ratio,reconstruction_error,0.9829249198189987,6.546157110565299e-71,0.8571333284373732,7.887369880674385e-29
walklets,max_min_degree_ratio,stress,-0.148324783036473,0.14923647482253655,-0.0480013113893153,0.6423455390241983
walklets,max_min_degree_ratio,reconstruction_error,-0.09785403416068711,0.34288047425593676,-0.05539919252474756,0.5918890289872438
walklets,clustering_std,stress,0.7986043218903474,1.9128800446628522e-22,0.7439636462289745,3.815290824124848e-18
walklets,clustering_std,reconstruction_error,0.7746522687221359,2.0633479597307024e-20,0.7774959305480196,1.2203933169391144e-20
walklets,clustering_entropy,stress,-0.7220031338574925,1.0353586252425663e-16,-0.6454015192620728,1.2608914722526732e-12
walklets,clustering_entropy,reconstruction_error,-0.6885799116170501,8.957586629219428e-15,-0.8016277807921867,1.0130369351785116e-22
walklets,diameter,stress,0.825936683264095,3.965158496589985e-25,0.7302387118295149,3.118218881287087e-17
walklets,diameter,reconstruction_error,0.9237330025252852,5.922813659037419e-41,0.8406094889667534,9.051105832955181e-27
walklets,avg_shortest_path,stress,0.8470522943137406,1.5226097305905614e-27,0.662515811573979,1.955789401641373e-13
walklets,avg_shortest_path,reconstruction_error,0.9462144292925434,7.429477126607933e-48,0.8842203073175753,7.732476179358988e-33
walklets,radius,stress,0.8286859255678777,2.0072552071734568e-25,0.836808397744529,2.4973380961643712e-26
walklets,radius,reconstruction_error,0.9253830738971969,2.201939967000461e-41,0.9138774326173629,1.4220208916725053e-38
hope,n_nodes,stress,,,,
hope,n_nodes,reconstruction_error,,,,
hope,n_edges,stress,0.9795481881383313,2.924181972394822e-67,0.9720927982748835,5.451315624921445e-61
hope,n_edges,reconstruction_error,0.9534018784688358,1.0351749213790678e-50,0.9797300383500622,1.929718900456059e-67
hope,density,stress,0.9795481881383313,2.924181972394822e-67,0.9720927982748835,5.451315624921445e-61
hope,density,reconstruction_error,0.9534018784688358,1.0351749213790678e-50,0.9797300383500622,1.929718900456059e-67
hope,avg_clustering,stress,0.753901819765471,7.653810549509453e-19,0.7506646771568095,1.3023142839086028e-18
hope,avg_clustering,reconstruction_error,0.6851996666073189,1.3605020806625903e-14,0.7955236028214867,3.6157086937302207e-22
hope,avg_degree,stress,0.9795481881383313,2.924181972394822e-67,0.9720927982748835,5.451315624921445e-61
hope,avg_degree,reconstruction_error,0.9534018784688358,1.0351749213790678e-50,0.9797300383500622,1.929718900456059e-67
hope,transitivity,stress,0.7793651132246305,8.604938385932332e-21,0.7741141281722761,2.2769833228131784e-20
hope,transitivity,reconstruction_error,0.7146357646563093,2.922534854662711e-16,0.8268815344646518,3.1422227321608787e-25
hope,degree_assortativity,stress,-0.13549939148488538,0.18807132951388225,-0.04549647314161692,0.6598203452296311
hope,degree_assortativity,reconstruction_error,-0.07678463708692335,0.45713285145422144,-0.011068909386869236,0.9147609700380154
hope,degree_entropy,stress,0.07926662425610889,0.44267349843953474,-0.056049918610960384,0.5875377656633323
hope,degree_entropy,reconstruction_error,0.08039779919916003,0.4361699578833802,0.043136190992946286,0.6764556982242274
hope,avg_eccentricity,stress,-0.8092559448959202,1.9385648386948217e-23,-0.9519904100628213,4.07369732533761e-50
hope,avg_eccentricity,reconstruction_error,-0.860057615372027,3.202373153333677e-29,-0.9137855272950456,1.4918980906468098e-38
hope,nodes_edges_ratio,stress,-0.9260649603348937,1.4532151877634587e-41,-0.9720927982748835,5.451315624921445e-61
hope,nodes_edges_ratio,reconstruction_error,-0.9655936113905927,8.817426343860821e-57,-0.9797300383500622,1.929718900456059e-67
hope,max_min_degree_ratio,stress,-0.04621372653233743,0.6547972655135786,0.08254513652583784,0.42397441429783533
hope,max_min_degree_ratio,reconstruction_error,-0.02765653721343287,0.7891003010132059,0.007880203964280462,0.9392602415425564
hope,clustering_std,stress,-0.6714371503777413,7.049624068172882e-14,-0.6562669560499186,3.9162968947449006e-13
hope,clustering_std,reconstruction_error,-0.7242135179404378,7.53446565372836e-17,-0.6345496473141617,3.871916233887307e-12
hope,clustering_entropy,stress,0.7084680118285608,6.79663299627689e-16,0.8977889310906131,3.04802970350723e-35
hope,clustering_entropy,reconstruction_error,0.7389049649070681,8.403238151985341e-18,0.9348073792729245,4.810039046311009e-44
hope,diameter,stress,-0.7936669700663814,5.279102036001171e-22,-0.9125188944443948,2.8741851969270075e-38
hope,diameter,reconstruction_error,-0.8449895303097168,2.7180531334332973e-27,-0.8839646658685953,8.524932471549483e-33
hope,avg_shortest_path,stress,-0.8047806512612096,5.159863348899131e-23,-0.9573011302996253,1.863117058800809e-52
hope,avg_shortest_path,reconstruction_error,-0.8603577424572891,2.9160478714398594e-29,-0.9186886824818238,1.0678972444804198e-39
hope,radius,stress,-0.7657331532748874,1.0206925246243917e-19,-0.8730393811936276,4.507502807173039e-31
hope,radius,reconstruction_error,-0.822496492147379,9.141354918147893e-25,-0.8413933871186481,7.31753441588223e-27
node2vec,n_nodes,stress,,,,
node2vec,n_nodes,reconstruction_error,,,,
node2vec,n_edges,stress,-0.6992828215328812,2.295534284865425e-15,-0.6138958714547785,2.9120280954781254e-11
node2vec,n_edges,reconstruction_error,-0.8014130940519997,1.0601908878405882e-22,-0.734377653346649,1.6776713261503636e-17
node2vec,density,stress,-0.6992828215328812,2.295534284865425e-15,-0.6138958714547785,2.9120280954781254e-11
node2vec,density,reconstruction_error,-0.8014130940519997,1.0601908878405882e-22,-0.734377653346649,1.6776713261503636e-17
node2vec,avg_clustering,stress,-0.5801117624120138,5.858821611683771e-10,-0.41486706456863814,2.6383454503535253e-05
node2vec,avg_clustering,reconstruction_error,-0.508991732076415,1.1881131834389075e-07,-0.4787710255018991,8.048055658520992e-07
node2vec,avg_degree,stress,-0.6992828215328812,2.295534284865425e-15,-0.6138958714547785,2.9120280954781254e-11
node2vec,avg_degree,reconstruction_error,-0.8014130940519997,1.0601908878405882e-22,-0.734377653346649,1.6776713261503636e-17
node2vec,transitivity,stress,-0.6143118491522234,2.8001019285090038e-11,-0.4497234458905604,4.291953844911349e-06
node2vec,transitivity,reconstruction_error,-0.5406088480696043,1.3035071396654022e-08,-0.509476768440153,1.1504288593961937e-07
node2vec,degree_assortativity,stress,-0.15455923786663853,0.13268995732856512,-0.26900434074877916,0.00804422577725353
node2vec,degree_assortativity,reconstruction_error,-0.040910722983930434,0.6922846599292753,-0.2246201844818231,0.02779367403131269
node2vec,degree_entropy,stress,-0.08044947624472513,0.4358741478091102,-0.07866250678241997,0.4461690206951824
node2vec,degree_entropy,reconstruction_error,-0.002410116625034481,0.9814070479008956,-0.039161692892023876,0.7048187909479645
node2vec,avg_eccentricity,stress,0.6738393128317128,5.3237204475678614e-14,0.5520755010053976,5.520439376833091e-09
node2vec,avg_eccentricity,reconstruction_error,0.8732221396643468,4.230924757260031e-31,0.7055064188917739,1.0114367958843605e-15
node2vec,nodes_edges_ratio,stress,0.9097663916390937,1.1554126183402236e-37,0.6138958714547785,2.9120280954781254e-11
node2vec,nodes_edges_ratio,reconstruction_error,0.9863274463891216,2.0577674286640596e-75,0.734377653346649,1.6776713261503636e-17
node2vec,max_min_degree_ratio,stress,-0.005939670034934688,0.9541988475914682,-0.015454710360981078,0.8811986094690496
node2vec,max_min_degree_ratio,reconstruction_error,-0.046994749960252075,0.6493450289166456,-0.023701751406357354,0.8186987888070103
node2vec,clustering_std,stress,0.7060872612181566,9.359380978371987e-16,0.627807921866522,7.60495572481289e-12
node2vec,clustering_std,reconstruction_error,0.7714595213531358,3.6873745948138514e-20,0.7130086814975585,3.659194146100499e-16
node2vec,clustering_entropy,stress,-0.9112774698404047,5.413291434878767e-38,-0.6380765056972328,2.701990000031485e-12
node2vec,clustering_entropy,reconstruction_error,-0.7905422559743925,9.895283286216532e-22,-0.7445469343461747,3.479134513225894e-18
node2vec,diameter,stress,0.6767102590808408,3.792828057498079e-14,0.6444424308440666,1.394844188776104e-12
node2vec,diameter,reconstruction_error,0.871338278843838,8.088891397835809e-31,0.7382473959831313,9.29911487685435e-18
node2vec,avg_shortest_path,stress,0.6984172424833024,2.5684348633801397e-15,0.554986960756585,4.415452015571385e-09
node2vec,avg_shortest_path,reconstruction_error,0.8913569985629952,4.60727922727881e-34,0.7107186337487753,5.007854871704493e-16
node2vec,radius,stress,0.6731259669403264,5.788265516662093e-14,0.7335320640575086,1.9059474483828296e-17
node2vec,radius,reconstruction_error,0.8719153087068661,6.639756484781388e-31,0.8710228690130359,9.006976531976076e-31
netmf,n_nodes,stress,,,,
netmf,n_nodes,reconstruction_error,,,,
netmf,n_edges,stress,-0.7981382344990705,2.1077899131122508e-22,-0.7487190770172334,1.7855159988802964e-18
netmf,n_edges,reconstruction_error,-0.9461992190012671,7.526223217919416e-48,-0.9587189887314709,3.9363017640519234e-53
netmf,density,stress,-0.7981382344990705,2.1077899131122508e-22,-0.7487190770172334,1.7855159988802964e-18
netmf,density,reconstruction_error,-0.9461992190012671,7.526223217919416e-48,-0.9587189887314709,3.9363017640519234e-53
netmf,avg_clustering,stress,-0.46490082202605615,1.8245089282836271e-06,-0.4705507325013565,1.3129077148197674e-06
netmf,avg_clustering,reconstruction_error,-0.6122258732084191,3.40629010093059e-11,-0.5766549104720565,7.814705366487459e-10
netmf,avg_degree,stress,-0.7981382344990705,2.1077899131122508e-22,-0.7487190770172334,1.7855159988802964e-18
netmf,avg_degree,reconstruction_error,-0.9461992190012671,7.526223217919416e-48,-0.9587189887314709,3.9363017640519234e-53
netmf,transitivity,stress,-0.49018814723518433,3.991673363274351e-07,-0.4977092298903751,2.479832417156161e-07
netmf,transitivity,reconstruction_error,-0.6394002765886428,2.3578709663722385e-12,-0.6028370958970364,8.086323934420776e-11
netmf,degree_assortativity,stress,0.0706614475246933,0.4938965281963952,0.012696690179055888,0.9022837024788768
netmf,degree_assortativity,reconstruction_error,0.11484073959740065,0.2652122509984931,0.0828540423223006,0.42223631442569565
netmf,degree_entropy,stress,-0.20910972096536157,0.040887097247693904,-0.14110146500271295,0.17029157777523343
netmf,degree_entropy,reconstruction_error,-0.06599770418674372,0.5229080415678063,0.05816603364080304,0.5734894808745029
netmf,avg_eccentricity,stress,0.7530609397776644,8.793910421173204e-19,0.7706666670262874,4.2530575381139736e-20
netmf,avg_eccentricity,reconstruction_error,0.8913659170138146,4.5905094242168155e-34,0.985983516992044,6.563155066011164e-75
netmf,nodes_edges_ratio,stress,0.706663509347183,8.664452651920058e-16,0.7487190770172334,1.7855159988802964e-18
netmf,nodes_edges_ratio,reconstruction_error,0.9392288801398968,1.964191882144231e-45,0.9587189887314709,3.9363017640519234e-53
netmf,max_min_degree_ratio,stress,0.18225746583221542,0.07552274541525612,0.2184650683511167,0.03248641120291234
netmf,max_min_degree_ratio,reconstruction_error,0.033342554718639214,0.7470745388348187,-0.06231475083133162,0.5464115798910494
netmf,clustering_std,stress,0.5402891015716049,1.3345021701485542e-08,0.62744167118828,7.885344707812728e-12
netmf,clustering_std,reconstruction_error,0.7170746896244902,2.0804014511900245e-16,0.7209983722192077,1.1950892366862425e-16
netmf,clustering_entropy,stress,-0.40142132579486267,5.046826528409022e-05,-0.7263157894736841,5.552923107775143e-17
netmf,clustering_entropy,reconstruction_error,-0.6443473497972729,1.4088482392038446e-12,-0.8473412913727618,1.4029208329052521e-27
netmf,diameter,stress,0.720010615928391,1.3752801914679654e-16,0.6929375095161397,5.1824970819467666e-15
netmf,diameter,reconstruction_error,0.8722184434183298,5.983358458786548e-31,0.9499747860039328,2.6869839366140746e-49
netmf,avg_shortest_path,stress,0.7386444252224429,8.747701553558169e-18,0.7713401089982937,3.767633244892577e-20
netmf,avg_shortest_path,reconstruction_error,0.8853977213047565,4.918891932044578e-33,0.9844105548434076,9.38908641224782e-73
netmf,radius,stress,0.6998789061633962,2.1241585810805024e-15,0.6933416515822844,4.923632074423355e-15
netmf,radius,reconstruction_error,0.8499157669589461,6.714493205543188e-28,0.9092777241762321,1.472260822652608e-37
grarep,n_nodes,stress,,,,
grarep,n_nodes,reconstruction_error,,,,
grarep,n_edges,stress,-0.7607143795324025,2.433457536736759e-19,-0.9722241173349997,4.380535811355374e-61
grarep,n_edges,reconstruction_error,-0.8901255689919539,7.599671081832613e-34,-0.9728185088702624,1.6064701676070662e-61
grarep,density,stress,-0.7607143795324025,2.433457536736759e-19,-0.9722241173349997,4.380535811355374e-61
grarep,density,reconstruction_error,-0.8901255689919539,7.599671081832613e-34,-0.9728185088702624,1.6064701676070662e-61
grarep,avg_clustering,stress,-0.2848091709456574,0.0049159363973992525,-0.6070537167661422,5.503539290888963e-11
grarep,avg_clustering,reconstruction_error,-0.503189534233973,1.7403468256302285e-07,-0.6086814975583288,4.7366634058644717e-11
grarep,avg_degree,stress,-0.7607143795324025,2.433457536736759e-19,-0.9722241173349997,4.380535811355374e-61
grarep,avg_degree,reconstruction_error,-0.8901255689919539,7.599671081832613e-34,-0.9728185088702624,1.6064701676070662e-61
grarep,transitivity,stress,-0.30711741697680583,0.002337493571892288,-0.6319541235593974,5.030830672428464e-12
grarep,transitivity,reconstruction_error,-0.5295157211319469,2.904444987556437e-08,-0.6333377419249044,4.3767748879828e-12
grarep,degree_assortativity,stress,0.12526841527675514,0.22394924352631435,0.13136190992946284,0.2020422200378521
grarep,degree_assortativity,reconstruction_error,0.11136904318012046,0.2800264519877523,0.13463103635377102,0.19094369302099934
grarep,degree_entropy,stress,0.1436811287292222,0.16253430909124586,0.13667932718393924,0.18421876898519893
grarep,degree_entropy,reconstruction_error,0.03744692664781489,0.7171844327115661,0.14183396635919696,0.16806165252772823
grarep,avg_eccentricity,stress,0.9838838061257277,4.423109050097296e-72,0.9952901829578784,4.443276236050297e-97
grarep,avg_eccentricity,reconstruction_error,0.9534241899048308,1.0126545263824121e-50,0.9952969761447149,4.152481559738978e-97
grarep,nodes_edges_ratio,stress,0.9117927838199943,4.1670040196074536e-38,0.9722241173349997,4.380535811355374e-61
grarep,nodes_edges_ratio,reconstruction_error,0.9647973527382614,2.5376086381464837e-56,0.9728185088702624,1.6064701676070662e-61
grarep,max_min_degree_ratio,stress,-0.17655308187437385,0.08529717573027841,-0.13494169960902336,0.1899124469942443
grarep,max_min_degree_ratio,reconstruction_error,-0.07750166785391427,0.45292903731720374,-0.1401861112128376,0.17310872206298047
grarep,clustering_std,stress,0.7333958488940504,1.945432839843348e-17,0.6796934346174714,2.6557847367348106e-14
grarep,clustering_std,reconstruction_error,0.7484078116979004,1.8774704683633755e-18,0.6770075963103636,3.661154562395389e-14
grarep,clustering_entropy,stress,-0.5034431276614562,1.7118049193756336e-07,-0.8311313076505696,1.0843624444139306e-25
grarep,clustering_entropy,reconstruction_error,-0.6261808184773006,8.928828541086588e-12,-0.8298562126966902,1.4967521059436901e-25
grarep,diameter,stress,0.9735716423068144,4.363038128594547e-62,0.9604584980961557,5.415909788158516e-54
grarep,diameter,reconstruction_error,0.93625410636785,1.7325158828235586e-44,0.9600928689688616,8.277536748084448e-54
grarep,avg_shortest_path,stress,0.9877302590091424,1.3107908754379712e-77,0.9978669216922602,3.199461181210287e-113
grarep,avg_shortest_path,reconstruction_error,0.9534985068055369,9.410428316162994e-51,0.9984298644586185,1.8043215030811065e-119
grarep,radius,stress,0.9689436565388718,7.720725009162923e-59,0.9122068185115441,3.372991873339677e-38
grarep,radius,reconstruction_error,0.9256417102803001,1.8817181221189396e-41,0.9126631095889043,2.668760816144323e-38
